generating boards
board:
/---Y--\
|      |
|   R  |
|   R  |
|      |
|      |
K      J
\---K-J/

2cars: 3, 3cars: 2
partition ids: 6+0
generating winners... 
added idhash 947030031, partitions count: 1
added idhash 947027367, partitions count: 2
added idhash 947027293, partitions count: 3
added idhash 946928799, partitions count: 4
added idhash 946928725, partitions count: 5
added idhash 946926061, partitions count: 6
added idhash 946925987, partitions count: 7
added idhash 945105291, partitions count: 8
added idhash 945105217, partitions count: 9
added idhash 945102553, partitions count: 10
added idhash 945102479, partitions count: 11
added idhash 945056007, partitions count: 12
added idhash 945055933, partitions count: 13
added idhash 945053269, partitions count: 14
added idhash 945053195, partitions count: 15
added idhash 945051937, partitions count: 16
added idhash 945051863, partitions count: 17
added idhash 945054638, partitions count: 18
added idhash 945054564, partitions count: 19
added idhash 945051900, partitions count: 20
added idhash 945051826, partitions count: 21
added idhash 945155870, partitions count: 22
added idhash 945153206, partitions count: 23
added idhash 945153132, partitions count: 24
added idhash 950775615, partitions count: 25
added idhash 950677047, partitions count: 26
added idhash 950674383, partitions count: 27
added idhash 950674309, partitions count: 28
added idhash 948853539, partitions count: 29
added idhash 948850875, partitions count: 30
added idhash 948850801, partitions count: 31
added idhash 948804255, partitions count: 32
added idhash 948801591, partitions count: 33
added idhash 948801517, partitions count: 34
added idhash 948800259, partitions count: 35
added idhash 948800185, partitions count: 36
added idhash 948800148, partitions count: 37
added idhash 948901454, partitions count: 38
added idhash 948802886, partitions count: 39
added idhash 948800222, partitions count: 40
added idhash 948952107, partitions count: 41
added idhash 948902823, partitions count: 42
added idhash 948901491, partitions count: 43
added idhash 948802923, partitions count: 44
added idhash 945206523, partitions count: 45
added idhash 945203859, partitions count: 46
added idhash 945203785, partitions count: 47
added idhash 945157239, partitions count: 48
added idhash 945154575, partitions count: 49
added idhash 945154501, partitions count: 50
added idhash 945153243, partitions count: 51
added idhash 945153169, partitions count: 52
added idhash 945155907, partitions count: 53
added idhash 945054675, partitions count: 54
added idhash 945054601, partitions count: 55
added idhash 744620643, partitions count: 56
added idhash 744617979, partitions count: 57
added idhash 744617905, partitions count: 58
added idhash 744519411, partitions count: 59
added idhash 744519337, partitions count: 60
added idhash 744516673, partitions count: 61
added idhash 744516599, partitions count: 62
added idhash 738947581, partitions count: 63
added idhash 738947507, partitions count: 64
added idhash 738944843, partitions count: 65
added idhash 738944769, partitions count: 66
added idhash 738898297, partitions count: 67
added idhash 738898223, partitions count: 68
added idhash 738895559, partitions count: 69
added idhash 738895485, partitions count: 70
added idhash 738894227, partitions count: 71
added idhash 738894153, partitions count: 72
added idhash 738896928, partitions count: 73
added idhash 738896854, partitions count: 74
added idhash 738894190, partitions count: 75
added idhash 738894116, partitions count: 76
added idhash 738998160, partitions count: 77
added idhash 738995496, partitions count: 78
added idhash 738995422, partitions count: 79
added idhash 739048813, partitions count: 80
added idhash 739046149, partitions count: 81
added idhash 739046075, partitions count: 82
added idhash 738999529, partitions count: 83
added idhash 738996865, partitions count: 84
added idhash 738996791, partitions count: 85
added idhash 738995533, partitions count: 86
added idhash 738995459, partitions count: 87
added idhash 738998197, partitions count: 88
added idhash 738896965, partitions count: 89
added idhash 738896891, partitions count: 90
added idhash 737225379, partitions count: 91
added idhash 737225305, partitions count: 92
added idhash 737222641, partitions count: 93
added idhash 737222567, partitions count: 94
added idhash 737074789, partitions count: 95
added idhash 737074715, partitions count: 96
added idhash 737072051, partitions count: 97
added idhash 737071977, partitions count: 98
added idhash 737070719, partitions count: 99
added idhash 737070645, partitions count: 100
added idhash 737073420, partitions count: 101
added idhash 737073346, partitions count: 102
added idhash 737070682, partitions count: 103
added idhash 737070608, partitions count: 104
added idhash 737073457, partitions count: 105
added idhash 737073383, partitions count: 106
added idhash 737025505, partitions count: 107
added idhash 737025431, partitions count: 108
added idhash 737021435, partitions count: 109
added idhash 737021361, partitions count: 110
added idhash 737024136, partitions count: 111
added idhash 737024062, partitions count: 112
added idhash 737021398, partitions count: 113
added idhash 737021324, partitions count: 114
added idhash 737024173, partitions count: 115
added idhash 737024099, partitions count: 116
added idhash 737020103, partitions count: 117
added idhash 737020066, partitions count: 118
added idhash 737019992, partitions count: 119
added idhash 737123999, partitions count: 120
added idhash 737121335, partitions count: 121
added idhash 737121261, partitions count: 122
added idhash 737022767, partitions count: 123
added idhash 737022693, partitions count: 124
added idhash 737020029, partitions count: 125
added idhash 737019955, partitions count: 126
added idhash 737174652, partitions count: 127
added idhash 737171988, partitions count: 128
added idhash 737171914, partitions count: 129
added idhash 737125368, partitions count: 130
added idhash 737122704, partitions count: 131
added idhash 737122630, partitions count: 132
added idhash 737121372, partitions count: 133
added idhash 737121298, partitions count: 134
added idhash 737124036, partitions count: 135
added idhash 737022804, partitions count: 136
added idhash 737022730, partitions count: 137
added idhash 740869583, partitions count: 138
added idhash 740771015, partitions count: 139
added idhash 740768351, partitions count: 140
added idhash 740768277, partitions count: 141
added idhash 740821668, partitions count: 142
added idhash 740819004, partitions count: 143
added idhash 740818930, partitions count: 144
added idhash 740772384, partitions count: 145
added idhash 740769720, partitions count: 146
added idhash 740769646, partitions count: 147
added idhash 740768388, partitions count: 148
added idhash 740768314, partitions count: 149
added idhash 740920236, partitions count: 150
added idhash 740870952, partitions count: 151
added idhash 740869620, partitions count: 152
added idhash 740771052, partitions count: 153
added idhash 742695829, partitions count: 154
added idhash 742693165, partitions count: 155
added idhash 742693091, partitions count: 156
added idhash 742646545, partitions count: 157
added idhash 742643881, partitions count: 158
added idhash 742643807, partitions count: 159
added idhash 742642549, partitions count: 160
added idhash 742642475, partitions count: 161
added idhash 742642438, partitions count: 162
added idhash 742645176, partitions count: 163
added idhash 742642512, partitions count: 164
added idhash 742794397, partitions count: 165
added idhash 742745113, partitions count: 166
added idhash 742743781, partitions count: 167
added idhash 742743744, partitions count: 168
added idhash 742645213, partitions count: 169
added idhash 740973627, partitions count: 170
added idhash 740970963, partitions count: 171
added idhash 740970889, partitions count: 172
added idhash 740823037, partitions count: 173
added idhash 740820373, partitions count: 174
added idhash 740820299, partitions count: 175
added idhash 740819041, partitions count: 176
added idhash 740818967, partitions count: 177
added idhash 740821705, partitions count: 178
added idhash 740773827, partitions count: 179
added idhash 740773753, partitions count: 180
added idhash 740769757, partitions count: 181
added idhash 740769683, partitions count: 182
added idhash 740772421, partitions count: 183
added idhash 740768425, partitions count: 184
added idhash 740921605, partitions count: 185
added idhash 740920273, partitions count: 186
added idhash 740875059, partitions count: 187
added idhash 740870989, partitions count: 188
added idhash 740869731, partitions count: 189
added idhash 740771163, partitions count: 190
added idhash 737176021, partitions count: 191
added idhash 737173357, partitions count: 192
added idhash 737173283, partitions count: 193
added idhash 737172025, partitions count: 194
added idhash 737171951, partitions count: 195
added idhash 737174689, partitions count: 196
added idhash 737126811, partitions count: 197
added idhash 737126737, partitions count: 198
added idhash 737122741, partitions count: 199
max total memory: 111MB
added idhash 737122667, partitions count: 200
added idhash 737125405, partitions count: 201
added idhash 737121409, partitions count: 202
added idhash 737124147, partitions count: 203
added idhash 737022841, partitions count: 204
max total memory: 157MB
added idhash 675226107, partitions count: 205
added idhash 675226033, partitions count: 206
added idhash 675223369, partitions count: 207
added idhash 675223295, partitions count: 208
added idhash 675176823, partitions count: 209
added idhash 675176749, partitions count: 210
added idhash 675174085, partitions count: 211
added idhash 675174011, partitions count: 212
added idhash 675172753, partitions count: 213
added idhash 675172679, partitions count: 214
added idhash 675175454, partitions count: 215
added idhash 675175380, partitions count: 216
added idhash 675172716, partitions count: 217
added idhash 675172642, partitions count: 218
added idhash 675327339, partitions count: 219
added idhash 675324675, partitions count: 220
added idhash 675324601, partitions count: 221
added idhash 675278055, partitions count: 222
added idhash 675275391, partitions count: 223
added idhash 675275317, partitions count: 224
added idhash 675274059, partitions count: 225
added idhash 675273985, partitions count: 226
added idhash 675273948, partitions count: 227
added idhash 675276686, partitions count: 228
added idhash 675274022, partitions count: 229
added idhash 675276723, partitions count: 230
added idhash 675175491, partitions count: 231
added idhash 675175417, partitions count: 232
added idhash 669755583, partitions count: 233
added idhash 669755509, partitions count: 234
added idhash 669752845, partitions count: 235
added idhash 669752771, partitions count: 236
added idhash 669604993, partitions count: 237
added idhash 669604919, partitions count: 238
added idhash 669602255, partitions count: 239
added idhash 669602181, partitions count: 240
added idhash 669600923, partitions count: 241
added idhash 669600849, partitions count: 242
added idhash 669603624, partitions count: 243
