generating boards
board:
/-J----\
|      |
Y RR   |
|      J
|      |
|      |
|      |
\------/

2cars: 2, 3cars: 2
partition ids: 6+0
generating winners... 
added idhash 950927569, partitions count: 1
added idhash 947179247, partitions count: 2
added idhash 947181985, partitions count: 3
added idhash 947179321, partitions count: 4
added idhash 947179249, partitions count: 5
added idhash 744769859, partitions count: 6
added idhash 744772597, partitions count: 7
added idhash 744769933, partitions count: 8
added idhash 744769861, partitions count: 9
added idhash 739147376, partitions count: 10
added idhash 739150114, partitions count: 11
added idhash 739147450, partitions count: 12
added idhash 739147378, partitions count: 13
added idhash 739151483, partitions count: 14
added idhash 739148819, partitions count: 15
added idhash 739148747, partitions count: 16
added idhash 739148745, partitions count: 17
added idhash 739150188, partitions count: 18
added idhash 739150116, partitions count: 19
added idhash 739147452, partitions count: 20
added idhash 883457773, partitions count: 21
added idhash 877835290, partitions count: 22
added idhash 877836659, partitions count: 23
added idhash 877838028, partitions count: 24
added idhash 877835364, partitions count: 25
added idhash 877835292, partitions count: 26
added idhash 881583612, partitions count: 27
added idhash 877835327, partitions count: 28
added idhash 877835291, partitions count: 29
added idhash 742895698, partitions count: 30
added idhash 742897067, partitions count: 31
added idhash 742898436, partitions count: 32
added idhash 742895772, partitions count: 33
added idhash 742895700, partitions count: 34
added idhash 742895735, partitions count: 35
added idhash 742895699, partitions count: 36
added idhash 739147413, partitions count: 37
added idhash 739147377, partitions count: 38
added idhash 739150151, partitions count: 39
added idhash 739150115, partitions count: 40
added idhash 739147487, partitions count: 41
added idhash 739147415, partitions count: 42
added idhash 739147379, partitions count: 43
added idhash 739147451, partitions count: 44
added idhash 675425902, partitions count: 45
added idhash 675428640, partitions count: 46
added idhash 675425976, partitions count: 47
added idhash 675425904, partitions count: 48
added idhash 675430009, partitions count: 49
added idhash 675427345, partitions count: 50
added idhash 675427273, partitions count: 51
added idhash 675427271, partitions count: 52
added idhash 675428714, partitions count: 53
added idhash 675428642, partitions count: 54
added idhash 675425978, partitions count: 55
added idhash 675425939, partitions count: 56
added idhash 675425903, partitions count: 57
added idhash 675428677, partitions count: 58
added idhash 675428641, partitions count: 59
added idhash 675426013, partitions count: 60
added idhash 675425941, partitions count: 61
added idhash 675425905, partitions count: 62
added idhash 675425977, partitions count: 63
added idhash 669806157, partitions count: 64
added idhash 669803493, partitions count: 65
added idhash 669803421, partitions count: 66
added idhash 669803419, partitions count: 67
added idhash 669807526, partitions count: 68
added idhash 669804862, partitions count: 69
added idhash 669804790, partitions count: 70
added idhash 669804788, partitions count: 71
added idhash 669806231, partitions count: 72
added idhash 669806159, partitions count: 73
added idhash 669803495, partitions count: 74
added idhash 669803456, partitions count: 75
added idhash 669803420, partitions count: 76
added idhash 669806194, partitions count: 77
added idhash 669806158, partitions count: 78
added idhash 669803530, partitions count: 79
added idhash 669803458, partitions count: 80
added idhash 669803422, partitions count: 81
added idhash 669803494, partitions count: 82
added idhash 669808969, partitions count: 83
added idhash 669808897, partitions count: 84
added idhash 669808895, partitions count: 85
added idhash 669807600, partitions count: 86
added idhash 669807528, partitions count: 87
added idhash 669804864, partitions count: 88
added idhash 669807563, partitions count: 89
added idhash 669807527, partitions count: 90
added idhash 669804899, partitions count: 91
added idhash 669804827, partitions count: 92
added idhash 669804791, partitions count: 93
added idhash 669804863, partitions count: 94
added idhash 669804825, partitions count: 95
added idhash 669804789, partitions count: 96
added idhash 669803532, partitions count: 97
added idhash 669806268, partitions count: 98
added idhash 669806196, partitions count: 99
added idhash 669806160, partitions count: 100
added idhash 669806232, partitions count: 101
added idhash 669803496, partitions count: 102
added idhash 814113816, partitions count: 103
added idhash 814115185, partitions count: 104
added idhash 814116554, partitions count: 105
added idhash 814113890, partitions count: 106
added idhash 814113818, partitions count: 107
added idhash 814113853, partitions count: 108
added idhash 814113817, partitions count: 109
added idhash 808491333, partitions count: 110
added idhash 808492702, partitions count: 111
added idhash 808494071, partitions count: 112
added idhash 808491407, partitions count: 113
added idhash 808491335, partitions count: 114
added idhash 808491370, partitions count: 115
added idhash 808491334, partitions count: 116
added idhash 808496809, partitions count: 117
added idhash 808495440, partitions count: 118
added idhash 808492776, partitions count: 119
added idhash 808492704, partitions count: 120
added idhash 808492739, partitions count: 121
added idhash 808492703, partitions count: 122
added idhash 808491444, partitions count: 123
added idhash 808491372, partitions count: 124
added idhash 808491336, partitions count: 125
added idhash 808494108, partitions count: 126
added idhash 808494072, partitions count: 127
added idhash 808491408, partitions count: 128
added idhash 812239655, partitions count: 129
added idhash 812241024, partitions count: 130
added idhash 812239692, partitions count: 131
added idhash 812239656, partitions count: 132
added idhash 808491481, partitions count: 133
added idhash 808491371, partitions count: 134
added idhash 808491337, partitions count: 135
added idhash 673551741, partitions count: 136
added idhash 673553110, partitions count: 137
added idhash 673554479, partitions count: 138
added idhash 673551815, partitions count: 139
added idhash 673551743, partitions count: 140
added idhash 673551778, partitions count: 141
added idhash 673551742, partitions count: 142
added idhash 673557217, partitions count: 143
added idhash 673555848, partitions count: 144
added idhash 673553184, partitions count: 145
added idhash 673553112, partitions count: 146
added idhash 673553147, partitions count: 147
added idhash 673553111, partitions count: 148
added idhash 673551852, partitions count: 149
added idhash 673551780, partitions count: 150
added idhash 673551744, partitions count: 151
added idhash 673554516, partitions count: 152
added idhash 673554480, partitions count: 153
added idhash 673551816, partitions count: 154
max total memory: 111MB
added idhash 673551889, partitions count: 155
added idhash 673551779, partitions count: 156
added idhash 673551745, partitions count: 157
added idhash 669803567, partitions count: 158
added idhash 669803457, partitions count: 159
added idhash 669803423, partitions count: 160
added idhash 669806305, partitions count: 161
added idhash 669806195, partitions count: 162
added idhash 669806161, partitions count: 163
added idhash 669803569, partitions count: 164
added idhash 669803459, partitions count: 165
added idhash 669803531, partitions count: 166
added idhash 669803497, partitions count: 167
done
167 partitions, 295725 winners, with avg. 1770 winners / partition

generating partition #0
idhash 669806268, starting with 254 winners (0%)... .........reached fixpoint... hardest is 9 moves, total 1208 boards, candidate 0 boards, time: 0s
/-J----\
|   A  |
Y   ARR|
|      J
|   BBB|
| CCCDD|
|      |
\------/


generating partition #1
idhash 675428640, starting with 1295 winners (0%)... ........reached fixpoint... hardest is 8 moves, total 2488 boards, candidate 0 boards, time: 0s
/-J----\
|A     |
YARRBB |
|      J
|CCCD  |
|   D  |
|   D  |
\------/


generating partition #2
idhash 739147413, starting with 2507 winners (0%)... .............reached fixpoint... hardest is 13 moves, total 12531 boards, candidate 0 boards, time: 0s
/-J----\
|A   BB|
YARR   |
|A     J
|  C   |
|DDC   |
|  C   |
\------/


generating partition #3
idhash 744769861, starting with 428 winners (0%)... ....reached fixpoint... hardest is 3 moves, total 748 boards, candidate 0 boards, time: 0s
/-J----\
| A  BB|
Y ARRCC|
| A    J
|      |
|      |
|   DDD|
\------/


generating partition #4
idhash 675428641, starting with 264 winners (0%)... ......reached fixpoint... hardest is 3 moves, total 501 boards, candidate 0 boards, time: 0s
/-J----\
| A    |
Y ARRBB|
| A    J
|CCC   |
|      |
|    DD|
\------/


generating partition #5
idhash 673551780, starting with 242 winners (0%)... ...reached fixpoint... hardest is 3 moves, total 282 boards, candidate 0 boards, time: 0s
/-J----\
|A     |
YARRBBB|
|      J
|      |
|    CC|
|   DDD|
\------/


generating partition #6
idhash 739147415, starting with 1110 winners (0%)... ........reached fixpoint... hardest is 5 moves, total 5140 boards, candidate 0 boards, time: 0s
/-J----\
| A  BB|
Y A  RR|
| A    J
|      |
|CC    |
|   DDD|
\------/


generating partition #7
idhash 675428642, starting with 352 winners (0%)... ......reached fixpoint... hardest is 3 moves, total 624 boards, candidate 0 boards, time: 0s
/-J----\
| A    |
Y ARRBB|
|      J
|CCC   |
|      |
|   DDD|
\------/


generating partition #8
idhash 673551778, starting with 828 winners (0%)... ......reached fixpoint... hardest is 6 moves, total 1081 boards, candidate 0 boards, time: 0s
/-J----\
|A     |
YARRBBB|
|A     J
|      |
|CCD   |
|  D   |
\------/


generating partition #9
idhash 673551779, starting with 168 winners (0%)... ....reached fixpoint... hardest is 4 moves, total 218 boards, candidate 0 boards, time: 0s
/-J----\
|A     |
YARRBBB|
|A     J
|      |
|CC    |
|    DD|
\------/


generating partition #10
idhash 744769859, starting with 1165 winners (0%)... .....reached fixpoint... hardest is 5 moves, total 2140 boards, candidate 0 boards, time: 0s
/-J----\
|A   BB|
YACRRDD|
|AC    J
